label,rule,tmax,window_days,alpha,shared_base_threshold,shared_slope,shared_high_success_pct,shared_low_all_success_pct,shared_combined_success_pct,shared_min_success_pct,shared_gap_pct,n_cells_total,n_cells_at_max_min,pct_cells_at_max_min,n_cells_at_max_sum,n_cells_sum_ge_130,pct_cells_sum_ge_130,n_cells_sum_ge_120,pct_cells_sum_ge_120,n_cells_both_ge_60,pct_cells_both_ge_60,n_cells_min_ge_50,pct_cells_min_ge_50,high_individual_best_pct,high_individual_best_base,high_individual_best_slope,low_all_individual_best_pct,low_all_individual_best_base,low_all_individual_best_slope,high_fallback_rate_pct,low_all_fallback_rate_pct,high_median_transient,low_all_median_transient,n_cells_sum_ge_100,pct_cells_sum_ge_100,n_cells_sum_ge_105,pct_cells_sum_ge_105,n_cells_sum_ge_110,pct_cells_sum_ge_110,n_cells_sum_ge_115,pct_cells_sum_ge_115,n_cells_within_5_of_max_sum,pct_cells_within_5_of_max_sum,n_cells_within_10_of_max_sum,pct_cells_within_10_of_max_sum,n_cells_both_ge_50,n_cells_both_ge_55,n_cells_sum_ge_110_gap_le_10,n_cells_sum_ge_110_min_ge_50
global_good_area,baseline_5day,45,25,0.01,0.4,0.00825,60.0,39.130434782608695,99.13043478260869,39.130434782608695,20.869565217391305,399,29,7.268170426065162,3,0,0.0,0,0.0,0,0.0,0,0.0,60.0,0.55,0.00525,43.47826086956522,0.95,0.00075,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.7518796992481203,72,18.045112781954884,0,0,0,0
global_good_area,baseline_5day,45,25,0.02,0.9,0.0015,50.0,34.78260869565217,84.78260869565217,34.78260869565217,15.217391304347828,399,7,1.7543859649122806,1,0,0.0,0,0.0,0,0.0,0,0.0,50.0,0.8,0.0,47.82608695652174,0.75,0.003,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,13,3.258145363408521,51,12.781954887218044,0,0,0,0
global_good_area,baseline_5day,45,25,0.05,0.2,0.00825,50.0,39.130434782608695,89.13043478260869,39.130434782608695,10.869565217391305,399,1,0.2506265664160401,1,0,0.0,0,0.0,0,0.0,0,0.0,50.0,0.85,0.0,43.47826086956522,0.7,0.00225,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0025062656641603,6,1.5037593984962405,0,0,0,0
global_good_area,baseline_5day,45,25,0.1,0.55,0.0015,60.0,21.73913043478261,81.73913043478261,21.73913043478261,38.26086956521739,399,10,2.506265664160401,1,0,0.0,0,0.0,0,0.0,0,0.0,60.0,0.55,0.0015,39.130434782608695,0.4,0.00525,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.7518796992481203,19,4.761904761904762,0,0,0,0
global_good_area,baseline_5day,45,25,0.15,0.3,0.00525,50.0,43.47826086956522,93.47826086956522,43.47826086956522,6.521739130434781,399,1,0.2506265664160401,1,0,0.0,0,0.0,0,0.0,0,0.0,70.0,0.5,0.00075,43.47826086956522,0.3,0.00525,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,7,1.7543859649122806,11,2.756892230576441,0,0,0,0
global_good_area,baseline_5day,45,25,0.2,0.2,0.00525,40.0,43.47826086956522,83.47826086956522,40.0,3.4782608695652186,399,3,0.7518796992481203,3,0,0.0,0,0.0,0,0.0,0,0.0,50.0,0.5,0.0,43.47826086956522,0.2,0.00525,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,7,1.7543859649122806,23,5.764411027568922,0,0,0,0
global_good_area,baseline_5day,60,10,0.01,0.45,0.006,70.0,43.47826086956522,113.47826086956522,43.47826086956522,26.52173913043478,399,4,1.0025062656641603,2,0,0.0,0,0.0,0,0.0,0,0.0,80.0,0.6,0.00225,52.17391304347826,0.75,0.003,10.0,13.043478260869565,21.5,44.0,10,2.506265664160401,3,0.7518796992481203,2,0.5012531328320802,0,0.0,2,0.5012531328320802,6,1.5037593984962405,0,0,0,0
global_good_area,baseline_5day,60,10,0.02,0.45,0.006,70.0,43.47826086956522,113.47826086956522,43.47826086956522,26.52173913043478,399,8,2.0050125313283207,2,0,0.0,0,0.0,0,0.0,0,0.0,80.0,0.6,0.00225,47.82608695652174,0.75,0.003,10.0,13.043478260869565,21.5,44.0,28,7.017543859649122,7,1.7543859649122806,2,0.5012531328320802,0,0.0,6,1.5037593984962405,24,6.015037593984962,0,0,0,0
global_good_area,baseline_5day,60,10,0.05,0.45,0.00375,60.0,34.78260869565217,94.78260869565217,34.78260869565217,25.217391304347828,399,2,0.5012531328320802,8,0,0.0,0,0.0,0,0.0,0,0.0,60.0,0.45,0.003,52.17391304347826,0.35,0.00675,10.0,13.043478260869565,21.5,44.0,0,0.0,0,0.0,0,0.0,0,0.0,15,3.7593984962406015,34,8.521303258145362,0,0,0,0
global_good_area,baseline_5day,60,10,0.1,0.05,0.0105,50.0,43.47826086956522,93.47826086956522,43.47826086956522,6.521739130434781,399,1,0.2506265664160401,1,0,0.0,0,0.0,0,0.0,0,0.0,50.0,0.4,0.00225,43.47826086956522,0.35,0.00525,10.0,13.043478260869565,21.5,44.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5012531328320802,11,2.756892230576441,0,0,0,0
